sample_id,price
100179,15.956603345969397
245611,14.53367330035008
146263,27.647850083655577
95658,11.794488113793298
36806,19.693129325731604
148239,6.242458478377581
92659,8.733651650101203
3780,12.500904968211703
196940,11.50194488049102
20472,7.160646467147917
121721,14.425162195092211
127336,12.073257486579006
20801,48.318401587704656
30103,7.809625684986811
68691,19.508276850679138
230703,13.001064284699066
3342,12.228387165179765
115635,12.658976360864918
221565,8.974643660404535
265927,8.90544061425187
290421,11.318395150299938
222203,10.649803293974195
40595,8.370875221737327
157931,15.630980918492881
41814,11.573147533177114
250478,16.63040881038519
130232,5.605422945613901
155825,13.219504533895911
42104,13.461029127370026
148748,48.2040310708314
247548,25.3255898026213
262167,20.11477786434962
100183,11.120507505557864
168985,12.609324968315384
18411,64.73198040282539
111287,12.370746395087888
156813,9.014573104548987
194861,8.525739935646163
104298,15.631775579719612
59033,12.66981107745004
31133,10.94017386959737
299318,7.666578249860483
255038,8.63523000083018
220578,18.162905887171462
38995,12.327854012865945
253068,8.820478044134198
282143,13.122005233026787
226531,15.24911103715009
233215,29.833042114839923
33295,6.046320180176663
198185,15.528779045264182
238324,7.817149707626195
121672,12.003295579222621
21434,13.097279502978514
61747,16.58013866437331
270417,22.344029128996368
105202,19.093762036957592
202880,19.624688279604875
79564,13.831135265512712
251317,10.597094248253622
205434,8.149807387011014
15315,11.061551754769013
276163,10.367298417373078
245021,17.735989923144736
25664,14.451065447171485
90451,8.51313304281486
5215,12.422365189554734
68223,18.53594842384116
135447,23.53935027019015
58777,15.789887180014585
73979,23.45264734979346
173699,8.901669992060599
201120,16.866586655278805
64448,13.357125054981234
243239,20.504927462530762
280496,12.660088935566685
293812,10.848178314525818
35203,7.871559840654223
31858,25.153187860901664
162188,7.818621870453103
193450,13.943770174153109
34991,10.131068554802235
232133,13.70894982326639
294874,3.3387293029395355
160416,16.52920958984692
104466,22.058455614988404
284624,4.644284680145105
19742,49.28838371006002
87611,11.327260621153581
227957,20.079342262646392
68427,13.880547935033691
204601,18.178532301339548
107223,9.770048632971323
237588,16.53790574054151
1313,11.004016326995263
196900,9.196358943198598
22107,20.565925770458037
73030,13.274459476050744
181909,21.248612453437467
23045,8.664605246196325
142744,81.98762049318792
